regalCode;description;Retail Excl VAT;Trade Excl VAT;trade;retail;category;
LK188-18;ZK ProFace XTI Multi-BM FA & PA Temp Det;46782.80;32014.40;36816.56;53800.22;acc;
LK188-19;ZK SpeedFace V5LTI Multi-BM FA PA & FP T;32894.20;22510.13;25886.6495;37828.33;acc;
LK188-20;ZK T1 Thermal IP Cam Temperature Detecti;271258.00;189880.00;218362;311946.7;acc;
LK188-21;ZK TH01 Blkbody Thermal Calibration Devi;116253.00;81377.00;93583.55;133690.95;acc;
LK188-30;ZK SpeedFace Mini Multi-BM Reader Face P;7675.40;5252.00;6039.8;8826.71;acc;
LK188-31;SpeedFaceM4 MultiBio Reader Face FA & PA;16666.40;11405.00;13115.75;19166.36;acc;
LK188-32;Elite Access Facial Reader;25684.00;19757.00;22720.55;29536.6;acc;
LK188-35;ZK SpeedFaceV5 Andriod Multi-BM Reader F;14670.00;10269.00;11809.35;16870.5;acc;
LK188-36;G3 Pro Multi-Bio Reader Face Palm FP;14955.00;11504.00;13229.6;17198.25;acc;
LK188-26;ZK Stand for SpeedFace & ProFace;3298.30;2257.08;2595.642;3793.045;acc;
LK188-27;ZK Rain for ProFaceXP;604.90;413.88;475.962;695.635;acc;
LK188-28;ZK Stand for ProFaceXP Adjustable;9579.60;6555.48;7538.802;11016.54;acc;
LK187-3;FHT2300 Turnstile Full Height Blank;116957.00;80036.00;92041.4;134500.55;acc;
LK187-4;ZK TS2000 Turnstile Waist High Drop Arm;24853.40;17007.65;19558.7975;28581.41;acc;
LK187-5;ZK TS2022 Turnstile Waist High Drop Arm;34645.80;23708.78;27265.097;39842.67;acc;
LK187-6;TS1200 TS Waiste High Dual Tripod;65791.00;45015.80;51768.17;75659.65;acc;
LK187-7;FHT2322 Turnstile Full Height + FP & RF;134500.60;92041.40;105847.61;154675.69;acc;
LK187-11;ZK Pro TS2011 Turnstile Waist High Drop;29970.30;20509.23;23585.6145;34465.845;acc;
LK187-12;TS1022Pro Turnstile Waiste High + FP&RF;31432.20;21509.68;24736.132;36147.03;acc;
LK187-13;TS1011Pro Turnstile Waiste High + RF;22053.00;15160.00;17434;25360.95;acc;
LK482;SBTL2000S Swing Barrier;40204.00;27512.38;31639.237;46234.6;acc;
LK483;ZK SBTL1000S Swing Barrier;24420.00;17094.00;19658.1;28083;acc;
LK484;ZK FBL4022 Flap Barrier Single Lane FP &;96489.60;66029.70;75934.155;110963.04;acc;
LK485;ZK FBL4222 Flap Barrier Double Wing FP &;77484.10;53023.85;60977.4275;89106.715;acc;
;ZKTeco Management Software;;;0;0;acc;
LK189-1;BioSecurity Access Module 1 Door;-;-;#VALUE!;#VALUE!;acc;
LK189-5;ZK BS-AC-5 BioSecurity Access Mod 5 Door;3061.40;2094.96;2409.204;3520.61;acc;
LK189-9;ZK BioTime 8 Software Lic Device Limit 5;35893.10;24562.32;28246.668;41277.065;acc;
LK189-10;ZKBT-M10 BT 8 Mobile App - 10 Users;3925.80;2686.50;3089.475;4514.67;acc;
LK189-11;ZK ZKBT-Dev-P5 BioTime 8 Lic 5 Dev;4486.70;3070.30;3530.845;5159.705;acc;
LK189-12;ZK ZKBT-Dev-P10 BioTime 8 Lic 10 Dev;8973.30;6140.58;7061.667;10319.295;acc;
LK189-13;ZKBT-Dev-P20 BT Licence - 20 Devices;17946.60;12281.16;14123.334;20638.59;acc;
LK189-14;ZK ZKTime.Net 3.0 Economic 500 Em & 50 D;3589.30;2456.23;2824.6645;4127.695;acc;
LK189-15;HLMS Module 1 Door;312.40;213.77;245.8355;359.26;acc;
LK189-16;ZKBS-M5 BS App 5 Users;9309.10;6370.39;7325.9485;10705.465;acc;
LK189-17;ZKBS-CP-P1 BS Card Printer 1;12433.00;8508.10;9784.315;14297.95;acc;
LK189-18;ZKTeco BioSecurity 5000 Visitor Module;20446.00;14312.00;16458.8;23512.9;acc;
LK189-19;ZKBS-TA-P10 BioSecurity T&A Module - 10;18866.00;12782.25;14699.5875;21695.9;acc;
LK197-3;ZK BS-AC-10 BioSecurity Access Mod 10 Do;6185.30;4232.67;4867.5705;7113.095;acc;
LK197-4;ZK BS-AC-25 BioSecurity Access Mod 25 Do;15556.80;10645.81;12242.6815;17890.32;acc;
LK197-5;ZK BS-AC-50 BioSecurity Access Mod 50 Do;28203.00;19299.84;22194.816;32433.45;acc;
LK197-6;ZK BS-AC-75 BioSecurity Access Mod 75 Do;46795.30;32022.95;36826.3925;53814.595;acc;
LK197-7;ZK BS-AC-100 BioSecurity Access Mod 100;62414.60;42711.52;49118.248;71776.79;acc;
;;;;0;0;acc;
Prices are subject to change without prior notice.;;;;0;0;acc;
E&OE. Valid until 31st March 2023.;Page: 58;;;0;0;acc;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;acc;
;;;;0;0;acc;
Trade Price List;;;;0;0;acc;
ACCESS CONTROL;;;;0;0;acc;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;acc;
;ZKTeco BIOMETRIC METAL DETECTORS;;;0;0;acc;
BD04-2;D180K Hand Held Metal Detector + BATT;1827.50;1250.56;1438.144;2101.625;acc;
BD100;ZK D1065 Walkthrough Metal Detector 6 Zo;18274.60;12505.63;14381.4745;21015.79;acc;
BD100-1;D2180 Walkthrough Metal Detector 18Z;27777.30;19008.55;21859.8325;31943.895;acc;
BD100-2;ZK D4330 Walkthrough Metal Detector 33 Z;75949.00;51973.38;59769.387;87341.35;acc;
BD100-5;ZK D3180STD Walkthrough Metal Detector T;46051.90;31514.18;36241.307;52959.685;acc;
;ZKTeco VEHICLE BOOM BARRIER & RADAR DETECTION;;;0;0;acc;
LK196;ZK VR10 Vehicle Detection Radar Sensor;5774.80;3951.78;4544.547;6641.02;acc;
LK196-1;ZK VR10 Connector USB RS485;1096.50;750.34;862.891;1260.975;acc;
LK487;ZK 6m Boom Barrier;20467.50;14006.30;16107.245;23537.625;acc;
LK487-1L;ZK BG1045L Parking Barrier 4.5m Boom Inc;23610.70;16157.27;18580.8605;27152.305;acc;
LK487-1R;BG1045R Parking Barrier 4.5m Incl. UPS;23081.90;16157.00;18580.55;26544.185;acc;
LK487-2L;ZK BG1145 LHS Parking Folding Barrier 3.;28946.90;19808.91;22780.2465;33288.935;acc;
LK487-2R;BG1145 RHS Folding Barrier 3.5m UPS;28946.90;19808.91;22780.2465;33288.935;acc;
;;;;0;0;acc;
Prices are subject to change without prior notice.;;;;0;0;acc;
E&OE. Valid until 31st March 2023.;Page: 59;;;0;0;acc;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;acc;
;;;;0;0;acc;
Trade Price List;;;;0;0;acc;
ACCESS CONTROL;;;;0;0;acc;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;acc;
;VIRDI BIOMETRIC SYSTEMS;;;0;0;acc;
LK343;UBioTab5 Biometrics Android Tablet;18700.00;12467.00;14337.05;21505;acc;
LK345;KL100S Doorlock Standalone SC BT;5255.00;3504.00;4029.6;6043.25;acc;
LK347-1;AC2000HRF FP Reader IP65 EM;9418.00;6279.00;7220.85;10830.7;acc;
LK348;AC1100SC LCD BT;9942.00;6628.00;7622.2;11433.3;acc;
LK349;AC2000SC FP Reader IP65 SC;8372.00;5582.00;6419.3;9627.8;acc;
LK349-1;AC2000HSC FP Reader IP65 SC;9942.00;6628.00;7622.2;11433.3;acc;
LK350-8;AC2100PSC Reader IP65 SC LCD;9157.00;6105.00;7020.75;10530.55;acc;
LK350-9;AC2100PRF Reader IP65 EM LCD;8634.00;5756.00;6619.4;9929.1;acc;
LK351-2;AC2200HRF FP Reader IP65 LCD BT;13343.00;8896.00;10230.4;15344.45;acc;
LK350-7;AC2200HSC FP Reader IP65 LCD BT;13866.00;9244.00;10630.6;15945.9;acc;
LK353-3;AC5100RF Reader LCD BT;17529.00;11686.00;13438.9;20158.35;acc;
LK353-5;Virdi AC5000PIKRF Reader EM LCD BT IK09;15354.00;10236.00;11771.4;17657.1;acc;
LK353-6;Virdi AC5000PIKSC Reader SC LCD BT IK09;15849.00;10566.00;12150.9;18226.35;acc;
LK355;AC7000 Face Reader LCD EM/SC;19983.00;13322.00;15320.3;22980.45;acc;
LK358;FMD10SC Reader SC RS485 BT;5994.00;3996.00;4595.4;6893.1;acc;
LK365;FOH02RF FP/EM Enrolment Reader USB;5068.00;3379.00;3885.85;5828.2;acc;
LK368;BLC015 Battery and Lock Controller;957.00;638.00;733.7;1100.55;acc;
LK369;ACC420 Relay Timer 26Bit Weigand;550.00;367.00;422.05;632.5;acc;
LK372;ACC210 Enclosure AC2100/5000 SS;1239.00;867.00;997.05;1424.85;acc;
LK373;ACC200 Enclosure AC2x00 SS;897.00;598.00;687.7;1031.55;acc;
LK374;ACC202 VR Enclosure for AC2x00 Series SS;2200.00;1467.00;1687.05;2530;acc;
LK384;UNiS V4 Standard;3800.00;2534.00;2914.1;4370;acc;
LK390;MCP040K1 Four Door ACU Metal 6A PSU;14675.00;9784.00;11251.6;16876.25;acc;
VIRDI RFID SYSTEMS;;;;0;0;acc;
LK342;VSR20D Reader EM IP65 RS485;2199.00;1466.00;1685.9;2528.85;acc;
LK342-1;VSR20D Reader SC IP65 RS485;2245.00;1497.00;1721.55;2581.75;acc;
;;;;0;0;acc;
Prices are subject to change without prior notice.;;;;0;0;acc;
E&OE. Valid until 31st March 2023.;Page: 60;;;0;0;acc;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;acc;
;;;;0;0;acc;
Trade Price List;;;;0;0;acc;
ACCESS CONTROL;;;;0;0;acc;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;acc;
;MORPHO BIOMETRIC SYSTEMS;;;0;0;acc;
LK419-1;MA Sigma Bio Lite Reader with Prox IP65;13793.00;9918.00;11405.7;15861.95;acc;
LK419-2;MA Sigma Bio Lite Multi Reader IP65;11121.00;7996.00;9195.4;12789.15;acc;
LK419-3;MA Sigma Bio Lite IP65 1:500 iClass CR;13622.00;9795.00;11264.25;15665.3;acc;
LK420-1;Morpho WR Sigma Lite Reader Screen Prox;15487.00;11136.00;12806.4;17810.05;acc;
LK420-2;Morpho WR Sigma Lite Reader Screen Multi;14125.00;10157.00;11680.55;16243.75;acc;
LK420-3;Morpho WR Sigma Lite Reader Screen iClas;15141.00;10887.00;12520.05;17412.15;acc;
LK422-2;Morpho Sigma STD IP65 1:5000 Bio MD CR;18423.00;13248.00;15235.2;21186.45;acc;
LK422-3;Morpho Sigma STD IP65 1:5000 Bio iClass;19794.00;14232.00;16366.8;22763.1;acc;
LK423;Morpho Sigma Extreme IP65 (1:5000) BPCR;38485.00;27672.00;31822.8;44257.75;acc;
LK423-1;Morpho Sigma Extreme IP65 1:5000 Bio MD;38098.00;27394.00;31503.1;43812.7;acc;
LK423-2;Morpho Sigma Extreme IP65 1:5000 Bio iCl;38485.00;27672.00;31822.8;44257.75;acc;
LK426;Morpho Wave Compact MDR;86115.00;61920.00;71208;99032.25;acc;
LK426-9;MA MorphoWaveSP MD;47785.00;34359.00;39512.85;54952.75;acc;
LK427;VisionPass Facial Recognition MD;65186.00;46871.00;53901.65;74963.9;acc;
LK427-1;VisionPass Facial Recognition MDPI;73438.00;52804.00;60724.6;84453.7;acc;
LK419-4;Sigma Lite Series Rugged SSOD Rainshield;896.00;742.00;853.3;1030.4;acc;
LK419-5;Sigma Lite Series Rugged ID Mnt Bracket;580.00;472.00;542.8;667;acc;
LK422-4;Morpho Sigma STD Series Ruggedised ODSSR;1020.00;839.00;964.85;1173;acc;
LK422-5;MA Sigma STD Series Rugg SS ID Bracket;698.00;585.00;672.75;802.7;acc;
LK423-3;Morpho Sigma Extreme SS OD Rainshield;1981.79;1565.00;1799.75;2279.0585;acc;
LK423-4;Morpho Sigma Extreme Ruggedised ID SS MB;1407.91;1113.00;1279.95;1619.0965;acc;
LK426-4;Mounting Bracket for MWC SS;1903.77;1711.00;1967.65;2189.3355;acc;
LK426-5;Pedestal for MWC SS;6898.68;5011.00;5762.65;7933.482;acc;
LK426-6;Rainshield for MWC SS;2587.33;2042.00;2348.3;2975.4295;acc;
LK419-6;MA Sigma Lite Plus & Lite Portable Case;8699.75;6473.00;7443.95;10004.7125;acc;
LK422-6;Morpho Sigma STD Portable Case & Battery;9947.50;7369.00;8474.35;11439.625;acc;
LK421-1;MSO 1300 Everif USB Desktop ER;3727.41;2862.00;3291.3;4286.5215;acc;
LK421-2;MSO 330 Enrollment Device USB;9357.69;7185.00;8262.75;10761.3435;acc;
LK421-3;MSO 351 Enrollment Reader USB SC;8528.00;5969.00;6864.35;9807.2;acc;
LK421-9;MSO 300 Desktop Enrol Reader SC + Verif;10786.00;7550.00;8682.5;12403.9;acc;
LK424;Sigma Upgrade Increase Lite Series 3000;1609.00;1158.00;1331.7;1850.35;acc;
LK424-1;Sigma Upgrade Increase Lite & Std 10 000;2195.00;1578.00;1814.7;2524.25;acc;
LK424-2;Sigma Upgrade Increase Std Series 50 000;4390.00;3157.00;3630.55;5048.5;acc;
LK424-3;Sigma Upgrade Increase Std Series 100000;8780.00;6314.00;7261.1;10097;acc;
LK426-3;Morpho Wave Compact Upgradeto 40K Person;31316.00;22518.00;25895.7;36013.4;acc;
LK425-1;Morpho Software Verification lic (1:1);2270.40;1632.00;1876.8;2610.96;acc;
LK425-2;Morpho USB Dongle Verification lic (1:1);4551.55;3272.00;3762.8;5234.2825;acc;
LK425-3;Morpho Software Verification lic 1:20000;78447.05;56379.00;64835.85;90214.1075;acc;
LK425;Morpho Manager Software - USB Dongle;473.00;340.00;391;543.95;acc;
LK426-7;Steri-C UV fingerprint sensor sterilisin;1250.00;914.00;1051.1;1437.5;acc;
LK429-5;Fluss BLE controller;709.00;491.00;564.65;815.35;acc;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 61;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
INTERCOM EQUIPMENT;;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;
AUDIO INTERCOMS;;;;0;0;;
IC54-1;KOCOM - 1-1 Audio Intercom Kit 220VAC;725.00;507.00;583.05;833.75;int;
IC54-2;KOCOM - 1-2 Audio Intercom Kit 220VAC;1315.00;920.00;1058;1512.25;int;
IC54-3;KOCOM 1-1 Audio Intercom Kit 6/12V Dual;668.00;467.00;537.05;768.2;int;
IC41;COMMAX - 1-1 Audio Intercom Kit 220V;798.84;549.20;631.58;918.666;int;
IC41-1;COMMAX - 1-1 Audio Intercom Kit 12V;798.84;549.20;631.58;918.666;int;
IC42;COMMAX - 1-2 Audio Intercom Kit 220V;1342.30;922.83;1061.2545;1543.645;int;
IC44;COMMAX - 1 Button Gate station;211.75;145.58;167.417;243.5125;int;
IC111-2;Commax 2 Button Apartment Door Station;1169.87;804.29;924.9335;1345.3505;int;
IC111-4;Commax 4 Button Apartment Door Station;1353.91;930.81;1070.4315;1556.9965;int;
IC111-6;Commax 6 Button Apartment Door Station;1538.87;1057.97;1216.6655;1769.7005;int;
IC111-8;Commax 8 Button Apartment Door Station;1722.90;1184.50;1362.175;1981.335;int;
IC43-3;Commax - Apart Phone DP-SS;308.99;212.43;244.2945;355.3385;int;
IC43-6;Commax - 6 Call Telephone Master TP-6RC;832.00;582.00;669.3;956.8;int;
;Add on Panels and Surface Boxes Available on Request;;;0;0;int;
IC85-17;POLO Entry Panel 12VDC;688.57;482.00;554.3;791.8555;int;
IC85-18;POLO Handset 12VDC;567.14;397.00;456.55;652.211;int;
IC130-2;BPT - AGT VILLA 1-1 Kit;3130.65;2319.00;2666.85;3600.2475;int;
IC130-4;BPT - AGT MINI 1-4 Intercom Kit;7152.30;5298.00;6092.7;8225.145;int;
IC133-5;BPT - AGT A200 Handset S200;546.75;405.00;465.75;628.7625;int;
IC133-6;BPT - AGT A Handset X1;770.85;571.00;656.65;886.4775;int;
IC133-7;BPT - AGT A EVO Handset X1;951.75;705.00;810.75;1094.5125;int;
IC133-8;BPT AGT A200 K Handset S200 Door Release;768.15;569.00;654.35;883.3725;int;
IC135-6;BPT - AGT A200 EVO Handset S200 Multi;861.30;638.00;733.7;990.495;int;
IC38-3;BPT - B-RED 12-18VDC Kit Incl PSU;722.25;535.00;615.25;830.5875;int;
IC03-1;BPT - Targha 2 Entry Panel;1270.80;889.50;1022.925;1461.42;int;
IC05-3;BPT - Targha 1 Entry Panel;1157.80;810.40;931.96;1331.47;int;
IC06-1;BPT - Three Butt Kit YP3;146.85;108.78;125.097;168.8775;int;
IC09;BPT - PSU E310;2691.90;1994.00;2293.1;3095.685;int;
IC10;BPT - PSU E320;3947.40;2924.00;3362.6;4539.51;int;
IC11;BPT - PSU A200R;1485.00;1100.00;1265;1707.75;int;
IC32;BPT - SI200 Double Selector;2363.85;1751.00;2013.65;2718.4275;int;
IC66;BPT - Audio Module HA200;557.55;413.00;474.95;641.1825;int;
IC77;BPT - KHPS Push Button Kit;113.40;84.00;96.6;130.41;int;
IC77-1;BPT - KHPD Two Call Button Module;166.05;123.00;141.45;190.9575;int;
IC81;BPT - VSE/200 Intercommunication Switch;1603.80;1188.00;1366.2;1844.37;int;
IC92;BPT - XDV/304 Video Distributor;868.05;643.00;739.45;998.2575;int;
VIDEO INTERCOMS;;;;0;0;int;
CC05-4;COMMAX - Audio Handset DP-4VHP;399.87;274.91;316.1465;459.8505;int;
IC59-1;"COMMAX Col 7"" LED Touch Button Video Kit";4414.04;3034.65;3489.8475;5076.146;int;
IC59-2;"COMMAX Col 7"" Hands Free Vid Int Kit";4534.91;3117.75;3585.4125;5215.1465;int;
IC61;"COMMAX 4.3""Exp Colour Video Intercom Kit";3329.25;2288.86;2632.189;3828.6375;int;
IC62-1;"COMMAX 7"" Exp Console Vid Intercom";5376.00;3762.68;4327.082;6182.4;int;
IC62-2;COMMAX Colour Video Gate Station Pinhole;1874.85;1288.96;1482.304;2156.0775;int;
IC62-5;"COMMAX 7"" Console Black Video Intercom";4005.95;2754.09;3167.2035;4606.8425;int;
IC62-8;"COMMAX 7"" Neo Silver Video Intercom Kit";9189.60;4999.00;5748.85;10568.04;int;
IC140;"BPT - AGATA 3.5"" Building Color Monitor";4923.45;3647.00;4194.05;5661.9675;int;
IC145;"BPT - OPALE 3.5"" Col Video Intercom Kit";4748.20;3517.20;4044.78;5460.43;int;
IC147;"BPT - OPALE 3.5"" Colour Video Monitor";7249.50;5370.00;6175.5;8336.925;int;
IC104-11;BPT- LITHOS LYNEA B&W Video Intercom Kit;5569.00;3898.00;4482.7;6404.35;int;
IC104-15;BPT- LITHOS PERLA Col Video Intercom Kit;8040.60;5956.00;6849.4;9246.69;int;
IC104-16;BPT- LITHOS PERLA Col Video Monitor Only;5377.05;3983.00;4580.45;6183.6075;int;
;;;;0;0;int;
Prices are subject to change without prior notice.;;;;0;0;int;
E&OE. Valid until 31st March 2023.;Page: 62;;;0;0;int;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;int;
;;;;0;0;int;
Trade Price List;;;;0;0;int;
INTERCOM EQUIPMENT;;;;0;0;int;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;int;
VIDEO INTERCOMS;;;;0;0;int;
CC01;"Kocom 4"" Col Handsfree Video Kit Expanda";3412.00;2438.00;2803.7;3923.8;int;
CC03;"Kocom 4.3"" Col Handsfree Video Kit";3100.00;2215.00;2547.25;3565;int;
CC03-12;"Kocom 7"" Col Handsfree Video Kit 4 Wire";5239.00;3667.00;4217.05;6024.85;int;
CC03-15;"KOCOM - Video Kit 7"" Col Handsfree Black";5239.00;3667.00;4217.05;6024.85;int;
IC55-7;"KOCOM 4 Wire Apartment System 7"" Monitor";3449.00;2414.00;2776.1;3966.35;int;
IC120;"NICE 7"" Colour Video Intercom Kit Br Al";3142.00;2199.00;2528.85;3613.3;int;
IC120-1;"NICE Colour Video Intercom 7"" Monitor";1525.00;1281.00;1473.15;1753.75;int;
IC120-2;NICE Col Vid Intercom Brushed Alum GStn;1094.00;918.75;1056.5625;1258.1;int;
IC120-3;NICE Col Vid Intercom Die-Cast Alum GStn;869.00;729.75;839.2125;999.35;int;
IC122;"NICE 7"" Colour Video Intercom Kit DC Alu";2715.00;1900.00;2185;3122.25;int;
;MICROSOUND MULTISYSTEM INTERCOMS;;;0;0;int;
IC63;MS - 40 Way School Intercom;16286.00;11400.00;13110;18728.9;int;
IC63-1;MS - 20 Way School Intercom;13429.00;9400.00;10810;15443.35;int;
IC63-3;MS - 60 Way School Intercom;20715.00;14500.00;16675;23822.25;int;
IC64;MS - Substation Plastic Incl Callback;793.00;555.00;638.25;911.95;int;
IC64-1;MS - Substation Latch Incl Callback;850.00;595.00;684.25;977.5;int;
IC64-3;MS - Apartment Intercom Handset MF400HS;772.00;540.00;621;887.8;int;
IC64-5;MS - Programmable Time Switch;5100.00;3570.00;4105.5;5865;int;
IC64-6;SLSI Cabinet-6 Slots-Psu-Cpu/A;25429.00;17800.00;20470;29243.35;int;
IC64-7;SLSI Master Station With Displ;4272.00;2990.00;3438.5;4912.8;int;
IC64-8;SLSI Sub Card-16 Sub Stn W/C/B;3429.00;2400.00;2760;3943.35;int;
IC64-9;MS - School Bell 220VAC;1236.00;865.00;994.75;1421.4;int;
;WIRELESS INTERCOMS;;;0;0;int;
IC155-2;ZARTEK Radio Intercom Long Range;2678.00;1874.00;2155.1;3079.7;int;
IC157;ZARTEK 1 Button Digital Wireless Kit;3404.30;2383.00;2740.45;3914.945;int;
IC157-1;ZARTEK 1 Button Digital Kit Handset;1878.60;1315.00;1512.25;2160.39;int;
IC157-2;ZARTEK 1 Btn Digital Wireless Gate Stn;1656.00;1159.00;1332.85;1904.4;int;
IC157-3;ZARTEK 1Btn Digital Wireless Kit ZA-650A;2997.20;2098.00;2412.7;3446.78;int;
;GENERAL ACCESSORIES;;;0;0;int;
IC26-1;BPT - Mounting Plate - LITHOS MPLI;282.15;209.00;240.35;324.4725;int;
IC26-2;BPT- Mounting Plate - THANGRAM MPTA01;313.20;232.00;266.8;360.18;int;
IC27-2;BPT - Rainshield for Targha S/S MP3SRS;510.30;378.00;434.7;586.845;int;
IC27-3;BPT - Mounting Plate MPT2RS;375.30;278.00;319.7;431.595;int;
IC27-4;BPT - Mounting Plate MPT3RS;487.35;361.00;415.15;560.4525;int;
IC27-7;BPT - Mounting Plate S/Steel MPT2SRS;726.30;538.00;618.7;835.245;int;
IC28;BPT - Rainshield Theft Resistant MP6RS;533.25;395.00;454.25;613.2375;int;
IC58;BPT - Rainshield MP3RS;228.00;159.00;182.85;262.2;int;
IC45;COMMAX - Rainshield;162.00;113.00;129.95;186.3;int;
IC45-2;COMMAX - Rainshield with Grill;298.00;208.00;239.2;342.7;int;
IC45-3;COMMAX - Rainshield Stainless Steel;322.00;225.00;258.75;370.3;int;
IC45-4;COMMAX - Rainshield Stainless Steel 4PIP;409.60;249.00;286.35;471.04;int;
;;;;0;0;int;
IC50;Gooseneck - No Base Plate;349.00;246.00;282.9;401.35;int;
IC50-1;Gooseneck - With Base Plate;426.00;298.00;342.7;489.9;int;
IC50-3;Gooseneck - Galv Rainshield & Base Plate;538.00;376.00;432.4;618.7;int;
IC50-4;Gooseneck - No Base Plate Stainless;1470.00;1029.00;1183.35;1690.5;int;
IC50-5;Gooseneck - Galvanised With Rainshield;538.00;376.00;432.4;618.7;int;
IC50-8;Gooseneck - Base Plate Stainless Steel;1852.00;1296.00;1490.4;2129.8;int;
;;;;0;0;int;
IC85-19;Rainshield Stainless with Grill for POLO;498.57;349.00;401.35;573.3555;int;
IC85-22;Rainshield with Grill for POLO Gate Stat;416.00;291.00;334.65;478.4;int;
IC85-20;POLO Switch for Polo Phone;432.86;303.00;348.45;497.789;int;
IC85-21;POLO Phone Psu 14V 300mA;160.00;112.00;128.8;184;int;
;;;;0;0;int;
Prices are subject to change without prior notice.;;;;0;0;int;
E&OE. Valid until 31st March 2023.;Page: 63;;;0;0;int;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;int;
;;;;0;0;int;
Trade Price List;;;;0;0;int;
INTERCOM EQUIPMENT;;;;0;0;int;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;int;
;GSM INTERCOM SYSTEMS;;;0;0;int;
IC100-2;BPT - GSM/I500 In Metal Box incl Keypad;12696.75;9405.00;10815.75;14601.2625;int;
IC103-6;BPT MTM GSM KIT with Keypad & 2 SM;15356.25;11375.00;13081.25;17659.6875;int;
IC103-7;BPT MTM GSM KIT with Keypad & 3SM;20007.00;14820.00;17043;23008.05;int;
IC117;Accentronix Nano 10 User GSM Unit;2996.00;2097.00;2411.55;3445.4;int;
IC117-1;Accentronix Cellswitch Infinity;4585.00;3209.00;3690.35;5272.75;int;
IC117-2;Accentronix Wireless GSM Intercom Nano;7088.00;4961.00;5705.15;8151.2;int;
IC118;Accentronix Wireless GSM Intercom Mini;17620.00;12334.00;14184.1;20263;int;
IC118-9;Accentronix Rainshield for Complex GSM;2439.00;1707.00;1963.05;2804.85;int;
SW43-9;Accentronix Fixed Micro Receiver;172.00;119.90;137.885;197.8;int;
IC226;Centurion G-Switch Ultra Smart 3G Unit;2726.79;1908.75;2195.0625;3135.8085;int;
IC226-1;Centurion G-Speak Ultra 4G Kit 4 I/O's;3646.00;2552.00;2934.8;4192.9;int;
IC226-4;Centurion G-Ultra GSM 4G Control V2;2799.00;1959.00;2252.85;3218.85;int;
IC227-8;GSM Blade Antenna for G-Ultra SMA 2m;274.29;192.00;220.8;315.4335;int;
IC228-2;GSM Intercom System MK11-S;31954.00;19971.00;22966.65;36747.1;int;
IC229-3;GSM Intercom System MK11 Lite;29337.00;18361.00;21115.15;33737.55;int;
IC229-5;GSM System MK11 LITE Upgrade Kit;12171.00;7607.00;8748.05;13996.65;int;
IC50-7;MK11-S GSM Theft Resistant Bracket;2045.00;1431.00;1645.65;2351.75;int;
IC50-6;MK11-S GSM Gooseneck with Mounting Plate;1808.00;1265.00;1454.75;2079.2;int;
IC228-3;MK11-S GSM Intercom System Audio Module;953.00;596.00;685.4;1095.95;int;
IC228-4;MK11-S GSM Intercom Lightning Protector;1071.00;669.00;769.35;1231.65;int;
IC228-5;MK11-S GSM Intercom FrontPlate incl K&D;7827.00;4892.00;5625.8;9001.05;int;
IC228-6;MK11-S GSM Tap Tap Keypad;2722.00;1701.00;1956.15;3130.3;int;
IC228-7;MK11 GSM NOVA BT Loader Dongle;4564.00;2852.00;3279.8;5248.6;int;
IC229;MK11 GSM YAGI Antenna 11dB Gain;1785.00;1249.00;1436.35;2052.75;int;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 64;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
FIRE PANELS AND SMOKE DETECTORS;;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;
;FIRE PANELS - ANALOGUE STANDARD;;;0;0;;
FR01;Fire Control Panel 2 Zone (Conventional);4376.00;3063.00;3522.45;5032.4;fir;
FR01-1;Fire Control Panel 4 Zone (Conventional);4559.00;3191.00;3669.65;5242.85;fir;
FR01-2;Fire Control Panel 8 Zone (Conventional);6202.00;4341.00;4992.15;7132.3;fir;
;FIRE PANEL POWER SUPPLIES;;;0;0;fir;
PS66;SP PS 24VDC 5Amp Power Store;2497.00;1875.00;2156.25;2871.55;fir;
;CALL POINTS & ACCESSORIES;;;0;0;fir;
FR02;SP Green Call Point Break Glass;213.00;149.00;171.35;244.95;fir;
